lat	cyr	pos	ekav	gloss
salat				намаз
salavat				салават
saldo				сальдо
salehard				салехард
salezijanski				салезианский
salicin				салицин
salpingografija				сальпингография
salvadorski				сальвадорский
sam				сам
samara				самара
samba				самба
samo				только
samoanski				самоанский
samodisciplina				дисциплинированность
samofinansiranje				самоокупаемость, самофинансирование
samoidentifikacija				самоопределение
samoironija				самоирония
samoizolacija				самоизоляция
samojlov				самойлов
samokres				пистолет
samomotivacija				самомотивация
samoobmana				самообман
samoodricanje				самоотречение
samoodrživost				самоокупаемость
samoopredjeljenje				самоопределение
samoostvarenje				самореализация
samopožrtvovanje				пожертвование, самопожертвование
samopregoran				самоотверженный
samopregornost				самоотверженность
samoregulacija				саморегуляция
samospaljivanje				самосожжение
samostalan				независимый
samostan				монастырь
samostrijel				арбалет
samoubistvo				самоубийство
samoubojstvo				самоубийство
samouk				самоучка
samouništenje				самоистребление
samouveren				самоуверенный
samouvjereno				самоуверенно
samovar				самовар
samovješanje				самоповешение
samozadovoljavanje				самоудовлетворение
samoća				одиночество
samrtnički				умирающий
samur				соболь
samuraj				самурай
san				сон
sanduk				ящик
sangvinik				сангвиник
saniok				санёк
sankcija				санкция
sankilot				санкюлот
santrač				шахматы
saopštavati				передавать
saosećanje				сопереживание, сочувствие
saošećanje				сочувствие
saponifikacija				омыление
saprofit				сапрофит
sapun				мыло
sapunjača				мыльнянка, сапонария
saradnik				сослуживец
sarajevo				сараево
saransk				саранск
saratov				саратов
sarađivati				сотрудничать
sardoniks				сардоникс
sarkastičan				саркастичный
sarkazam				сарказм
sarkofag				саркофаг
sarkopterigija				саркоптеригия
sastanak				совещание
sat				час, часы
satana				сатана
satanizam				сатанизм
satelitoizgradnja				спутникостроение
satirički				сатирический
satrapija				сатрапия
saturn				сатурн
sauna				сауна
sav				весь
savana				саванна
savate				сават
savetovanje				совещание
savez				объединение
saveznik				союзник
savijanje				свёртывание
savijača				штрудель
savjesnost				совестливость
savladarstvo				двоецарствие
savršen				абсолютный, идеальный, совершенный
savršenstvo				совершенство
saznavati				видеть
sažaljenje				сочувствие
sažet				лаконичный, немногословный
sedacija				седация
sedalo				седло, ягодица
sedam				семь
sedamdeset				семьдесят
sedamnaest				семнадцать
sedamnaestougao				семнадцатиугольник
sedamsto				семьсот
sedef				перламутр
sedefni				перламутровый
sedeti				сидеть
sedište				седло
sedlo				седло
sedmi				седьмой
sedmica				неделя, седмица
sedmični				еженедельный
sedmokut				семиугольник
sedmougao				семиугольник
segešvar				сигишоара
segregacija				сегрегация
seizmologija				сейсмология
sejšeli				сейшелы
sejšelski				сейшельский
sekretarijat				секретариат
sekretin				секретин
seks				секс
seksi				сексуальный
seksta				секста
sekstant				секстант
seksualan				сексуальный
seksualnost				сексуальность
sekta				секта
sekularizam				секуляризм
sekund				секунда
sekunda				секунда
selfi				селфи
seliger				селигер
seljak				крестьянин
seljački				крестьянский
seljaštvo				крестьянство
selo				деревня, провинция, село
semantički				семантический
senat				сенат
sendvič				бутерброд, сэндвич
senf				горчица
sentenciozan				сентенциозный
sentimentalizam				сентиментализм
sentimentalnost				чувствительность
senzualizam				сенсуализм
separatizam				сепаратизм
septembar				сентябрь
septembarski				сентябрьский
serdžada				намазлык
serija				сериал, телесериал
serologija				серология
serotonin				серотонин
serpuhov				серпухов
server				сервер
serviz				сервиз
sestra				сестра
sestroreck				сестрорецк
setva				посев
sevastopolj				севастополь
severodvinsk				северодвинск
sevr				севр
sfera				сфера
sferoid				сфероид
sfragistika				сфрагистика
shema				схема
shematski				схематический
shizofrenija				шизофрения
sholastika				схоластика
shvatiti				понять
shvatljiv				постижимый
sichuan				сычуань
sicilija				сицилия
sidro				якорь
sifilis				сифилис
signal				сигнал
sijam				сиам
sijamski				сиамский
siktivkar				сыктывкар
silan				сильный
silicijum				кремний
silikon				силикон
silikoza				силикоз
silogizam				силлогизм
silovanje				изнасилование
silovati				изнасиловать
silvester				сильвестр
simbioza				симбиоз
simbolizam				символизм
simens				сименс
simetrija				симметрия
simetričan				симметричный
simferopolj				симферополь
simfonija				симфония
simonija				симония
simptom				симптом
simulirati				моделировать
sin				сын
sinagoga				синагога
sindelfingen				зиндельфинген
sindikalizam				синдикализм
sindikat				профсоюз, синдикат
sinegdoha				синекдоха
sinergija				синергия
singapur				сингапур
singapurski				сингапурский
singl				сингл
sinhrofazatron				синхрофазотрон
sinhrofazotron				синхрофазотрон
sinkopa				синкопа
sinocentrizam				китаецентризм
sinonim				синоним
sinoniman				однозначный
sinopsis				синопсис
sintagma				синтагма
sintaksa				синтаксис
sintetičan				синтетический
sinteza				синтез
sipa				каракатица, сепия
sir				сыр
sirak				сирота
sirakuza				сиракузы
sirija				сирия
siromašan				бедный
siromaštvo				бедность, нищета
sirota				сирота
sirotan				сирота
sirotanče				сирота
sirotica				сирота
siroče				сирота
sirće				уксус
sisak				сосок
sisar				млекопитающее, млекопитающие
sistem				система
sistematika				систематика
sitan				маленький
sitkom				ситком
sitno				чуть-чуть
sitoštampa				шелкография
situacija				ситуация
siv				серый
sizran				сызрань
sićušan				крошечный
sičuan				сычуань
sjekira				топор
sjenica				синица
sjeverni				северный
sjevernoamerički				североамериканский
skafander				скафандр
skakati				прыгать
skakavac				кузнечик, саранча
skakač				конь
skandinavka				сканворд
skandinavski				скандинавский
skepticizam				скептицизм
skeč				скетч
skica				абрис, скетч
skifos				скифос
skitanje				скитание
skladatelj				композитор
sklop				композиция
skolioza				сколиоз
skorbut				цинга
skoro				почти
skosje				дрова
skraćenica				аббревиатура
skroman				непритязательный
skromnost				непритязательность, скромность
skrotum				мошонка
skroven				сокровенный
skulptor				скульптор
skulptura				скульптура
skup				дорогой, множество
skupljati				копить
skupnica				ефрейтор
skupnik				ефрейтор
skupocen				дорогой
skupština				парламент
skuša				скумбрия
slabiti				худеть
slabost				недомогание
slabouman				слабоумный
slad				солод
sladak				сладкий
slagalica				головоломка
slaganje				штабелирование
slama				солома
slana				иней
slap				водопад
slastičar				кондитер
slastičarna				кондитерская
slastičarnica				кондитерская
slati				посылать
slatko				варенье
slavan				знаменитый
slavenizam				славянизм
slavenka				славянка
slavenski				славянский
slavina				кран
slavuj				соловей
slačica				горчица
sleng				сленг
slep				слепой
slepoočnica				висок
slezina				селезёнка
slijep				слепой
slika				картина
slikar				живописец
slikarka				художница
slikarstvo				живопись
slina				слюна
sličnost				сходство
sljedeći				следующий
sloboda				свобода
slobodan				свободный
slom				коллапс
slon				слон
slovačka				словакия
slovenizam				славянизм
slovenka				славянка
slovenski				славянский
slovica				словосочетание
slovo				буква
složenost				сложность
sluga				раб
sluh				слух
slučajnost				случайность
slušati				слушать
služba				служба
službenik				чиновник
služiti				служить
smanjenje				уменьшение
smaragd				изумруд
smartfon				смартфон
smegma				смегма
smetati				обременить
smešan				смешной
smijeh				смех
smilodon				смилодон
smiriti				укротить
smisao				замысел, смысл
smislorazlikovni				смыслоразличительный
smjelost				смелость
smjesta				немедленно
smog				смог
smolensk				смоленск
smrad				смрад
smrt				смерть
smrtnost				смертность
smrča				ель
smuđ				судак
snažan				сильный
snegulja				снежинка
sneguljica				снежинка
snežana				белоснежка
snežno				белоснежный
snig				снег
snijeg				снег
snimiti				фиксировать
snješko				снеговик
so				соль
soba				комната, номер
socijalista				социалист
socijalistički				социалистический
socijalizacija				социализация
socijalizam				социализм
sociolingvistički				социолингвистический
sociolog				социолог
sociologija				социология
sociološki				социологический
sofija				софия
sofist				софист
sojka				сойка
sojot				сойот
sok				сок
sokak				аллея
soko				сокол
sokrat				сократ
solenje				посол
solenoid				соленоид
solidarnost				солидарность
solipsizam				солипсизм
solist				солист
solista				солист
soljenje				посол
solsticij				солнцестояние
som				сом
somalija				сомали
somnambulizam				лунатизм
sonatina				сонатина
sopstvenik				владелец, обладатель, собственник
sorpcija				сорбция
sos				соус
sotonizam				сатанизм
sova				сова
sovhoz				совхоз
sovjetizacija				советизация
sovjetolog				советолог
sovjetski				советский
sočivo				линза, чечевица
spadati				относиться
spaliti				спалить
spaljivanje				сожжение
sparta				спарта
spasavanje				спасание
spavati				спать
spazmatičan				нервный
specijalan				особенный
specijalista				профессионал, специалист
specijalizacija				специализация
specijalnost				специальность
spektrogram				спектрограмма
spektrometar				спектрометр
spektroskop				спектроскоп
spektroskopija				спектроскопия
spekulativan				умозрительный
speleolog				спелеолог
speleologija				спелеология
sperma				сперма
spin				спин
spirala				спираль
spiroheta				спирохета
spisak				перечень, расписание
spisatelj				писатель
spisateljica				писательница
splav				плот
spokojstvo				безмятежность
spomenik				памятник
spontanost				спонтанность
spor				неспешный
sporan				неоднозначный, спорный
sporangija				спорангий
sport				спорт
sportist				спортсмен
sportista				спортсмен
sposobnost				способность
spot				видеоклип, видеоролик
spoznajni				когнитивный
sprat				этаж
spremnost				готовность
sprezanje				спряжение
sprečavanje				воспрепятствование, предотвращение
sprečavati				препятствовать
spriječavanje				препятствование
spriječavati				предупреждать
spriječiti				воспрепятствовать
sprint				спринт
sprječavanje				недопущение
sprovodnik				проводник
sprovođenje				имплементация
sprud				мель
srbija				сербия
srbin				серб
srce				сердце
srebren				серебряный
srebrn				серебряный
srebro				серебро
srednjovjekovni				средневековый
sresti				видеть
sretati				встречать
sreća				счастье
srećan				счастливый
srijeda				среда
srp				серп
srpski				сербский
srča				стекло
sssr				ссср
stabilizirati				стабилизировать
stabilnost				стабильность
stabljika				стебель
stablo				дерево
stagflacija				стагфляция
stagnacija				стагнация
stajati				стоять
staklen				стеклянный
staklenik				теплица
staklo				стекло
stalagmit				сталагмит
stalaktit				сталактит
staljingrad				сталинград
staljinizam				сталинизм
stan				квартира
stanar				житель
stanca				строфа
standardizacija				стандартизация
standardizovati				стандартизировать
standardni				литературный
stanovati				жить
stanovnik				житель
stanovništvo				население
star				старый
starac				старик
staramajka				бабушка
starački				старческий
starenje				старение
starina				древность
starogrčki				древнегреческий
starorimski				древнеримский
starormski				древнеримский
staroruski				древнерусский
starost				старость
statistički				статистический
statut				статут
stav				абзац
stavka				абзац
stavljati				класть
stavropigija				ставропигия
stavropolj				ставрополь
staza				тропинка
stazica				тропинка
stažistkinja				стажёрка
stefan				стефан
stehiometrija				стехиометрия
stema				корона
stena				скала
stenografija				стенография
stenografirati				стенографировать
stenogram				стенограмма
stenokardija				стенокардия
stepenik				проступь
stepenište				лестница
stereobat				стереобат
stereometrija				стереометрия
stereotip				клише, стереотип
sterilizacija				стерилизация
sterlitamak				стерлитамак
stetoskop				стетоскоп
steza				тропа
stečaj				банкротство, несостоятельность
sticati				приобретать
stihotvorstvo				стихосложение, стихотворчество
stilobat				стилобат
stimulacija				возбуждение, стимулирование
stimulisanje				стимулирование
stipendija				стипендия
stizati				успевать
sto				сто, стол
stogodišnjica				столетие
stoicizam				стоицизм
stokholm				стокгольм
stol				стол
stolac				стул
stolar				столяр
stolešnica				столешница
stolica				стул
stoljeće				столетие
stolnjak				скатерть
stomak				желудок
stomatolog				стоматолог
stomatologija				стоматология
stočarstvo				животноводство, скотоводство
strabizam				косоглазие
strana				сторона
stranac				иностранец
strani				иностранный
stranica				страница
strast				страсть
strategija				стратегия
stratifikacija				стратификация
stratopauza				стратопауза
stratovulkan				стратовулкан
strašan				страшный
strašilo				пугало
strašljivost				трусость
stražariti				караулить
streljaštvo				стрельба
strelomet				арбалет
stremen				стремя
stresan				нервный
strihnin				стрихнин
strijela				стрела
strijelac				стрелок
strjelica				стрела
strmost				обрывистость
strofa				куплет, строфа
stromatoliti				строматолит
stroncij				стронций
stroncijum				стронций
strugacki				стругацкий
strugar				токарь
struja				струя, течение
struktura				структура
strukturiranje				структурирование
strukturirati				структурировать
struna				струна
stručnjak				знаток, профессионал
strvina				падаль
studenac				колодец
student				студент
studentica				студентка
studentkinja				студентка
stvar				вещь
stvaran				материальный
stvaranje				произведение
stvarnost				реальность
subdominanta				субдоминанта
subdukcija				субдукция
subordinacija				субординация
subota				суббота
subverzivan				подрывной
sudan				судан
sudanac				суданец
sudarač				коллайдер
sudba				судьба
sudbina				судьба, судьбина
sudija				судья
suditi				судить
sudski				судебный
sufija				суфист
sufista				суфист
sufizam				суфизм
sufler				суфлёр
sugestibilnost				внушаемость
suh				сухой
suicid				самоубийство
suicidologija				суицидология
sujeta				беготня
suknarstvo				сукноделие
suknja				юбка
sumnja				неверие, сомнение
sumnjiv				подозрительный
sumnjičav				подозрительный
sumpor				сера
sunarodnik				соотечественник
sunce				солнце
suncokret				подсолнечник
supa				суп
suparnik				противник
superfluidnost				сверхтекучесть
superheroina				супергероиня
superheroj				супергерой
superjunakinja				супергероиня
supermoć				сверхдержава
superprovodnik				сверхпроводник
supersila				сверхдержава
supertežak				сверхтяжёлый
supkultura				субкультура
suprotan				противоположный
suprotnost				противоположность
suprotstavljanje				противоборство
suprug				муж
supruga				жена
supružništvo				супружество
suptropski				субтропический
sur				серый
surgut				сургут
surov				бесчувственный
susam				кунжут
susetka				сосед
susjed				сосед
suspenzor				суспензорий
sutra				завтра
suvenir				сувенир
suviše				слишком
suze				слеза
sušiti				сушить
suština				существо
svadba				свадьба
svagda				всегда
svak				каждый
svaki				каждый
svakidašnji				повседневный
svalbard				шпицберген
svastika				свастика
svemir				вселенная, космос
svemoguć				всемогущий
svemoćan				всемогущий
svemoćnost				всемогущество
sveobuhvatan				всеобъемлющий
sveska				тетрадь
svestran				всесторонний, многосторонний, разносторонний
svetao				светлый
svetkovina				праздник
svetlo				свет
svetovnjak				мирянин
sveučilište				университет
sveća				свечка
svečanik				праздник
sveštenik				священник
sveštenoslužitelj				священнослужитель
sveštenstvo				духовенство
svijet				мир
svijeća				свеча
svila				шёлк
svilarstvo				шелководство
svinja				свинья
svirale				свирель
svizac				сурок
svizavac				сурок
svjetionik				маяк
svjetlo				свет
svjetonazor				мировоззрение
svrab				зуд, свербёж
svraka				сорока
svuda				везде, всюду
tabela				таблица
tabes				табес
tabla				номер
tablica				таблица
tabriz				тебриз
tacna				блюдце
tad				тогда
tada				тогда
tadija				фаддей
tadžik				таджик
tadžikistan				таджикистан
tadžikistanac				таджик
taganrog				таганрог
tahigrafija				стенография
tahikardija				тахикардия
tahipneja				тахипноэ
taj				тот, этот
tajanstven				таинственный
tajland				таиланд
tajnost				конспирация
tajđićuen				тайцзицюань
takav				такой
takmičar				конкурент
tako				так
takođe				тоже
taksimetar				таксометр
taksonometrija				таксонометрия
taksonomija				таксономия
taksonomist				таксономист
taktilan				тактильный
talac				заложник
talasovod				волновод
talenat				талант
talij				таллий
talija				талия
talijanski				италиянский, итальянский
talijum				таллий
talin				таллин
taljiv				плавкий
talk				тальк
tama				тьма
taman				тёмный
tambov				тамбов
tamjan				ладан
tamljan				ладан
tamnjan				ладан
tamo				там, туда
tampon				тампон
tamponirati				тампонировать
tanac				танец
tanak				тонкий
tanatologija				танатология
tane				пуля
tango				танго
tanin				танин
tanjir				тарелка
tanjurić				блюдце
tantal				тантал
tantijema				тантьема
tanzanija				танзания
taoistički				даосский
tapeta				обои
tapir				тапир
tapiserija				гобелен
tarantula				тарантул
tartufi				трюфель
tasmanija				тасмания
tasmanijski				тасманийский
tastatura				клавиатура
tata				папа
tatarski				татарский
tautologija				тавтология
tava				сковорода
tavanica				потолок
tačerizam				тэтчеризм
tačka				номер, точка
tačnost				правильность
tašna				сумка
tašt				тщеславный
tbilisi				тбилиси
teatologija				театроведение
tebriz				тебриз
tefra				тефра
tefrohronologija				тефрохронология
teheran				тегеран
tehnecijum				технеций
tehnokratija				технократия
tehnologija				технология
teizam				теизм
tek				только
tekovina				завоевание
teksas				техас
tekst				текст
tekstolog				текстолог
tekstologija				текстология
tektonika				тектоника
tekućina				жидкость
tele				телёнок
telefon				телефон
telefonski				телефонный
telegrafirati				телеграфировать
telegram				телеграмма
telemetar				дальномер
telemetrija				телеметрия
teleologija				телеология
telepatija				телепатия
teleportacija				телепортация
teleprompter				телесуфлёр
teleradiopredajnik				телерадиопередатчик
teleskop				телескоп
telesufler				телесуфлёр
teletranslacija				телетрансляция
televizija				телевидение
televizor				телевизор
telomeraza				теломераза
telur				теллур
tema				материя
temelj				фундамент
temeljan				всесторонний
tempera				темпера
temperament				темперамент
temperatura				температура
tendenciozan				тенденциозный
tendenciozno				тенденциозно
tenesi				теннесси
teniser				теннисист
tenk				танк
tenkist				танкист
tenzija				напряжённость
tenzor				тензор
teobromin				теобромин
teodolit				теодолит
teofan				феофан
teokratija				теократия
teokratski				теократический
teološki				богословский, теологический
teorema				теорема
teorija				теория
teorijski				теоретический
teozofija				теософия
teozofski				теософский
tepavac				мямля
tepih				ковёр
terapija				терапия
teratogenost				тератогенность
teravada				тхеравада
terazije				весы
teračina				террачина
teritorija				территория
terminologija				терминология
terminološki				терминологический
termodinamika				термодинамика
termoelastičan				термоэластичный
termoelektrana				теплоэлектростанция
termohemija				термохимия
termometar				термометр
termonuklearan				термоядерный
termoregulacija				терморегуляция
termos				термос
teror				террор
terorist				террорист
terorizam				терроризм
terpen				терпен
terpentin				скипидар
terpsihora				терпсихора
tesan				узкий
tesar				плотник
tesnac				перешеек
testament				завещание
testosteron				тестостерон
tetanus				столбняк
tetiva				сухожилие
tetovaža				татуировка
tetovirati				татуировать
tetraedar				тетраэдр
tetragramaton				тетраграмматон
tetrahidrokanabinol				тетрагидроканнабинол
tetrarhija				тетрархия
tetroda				тетрод
tezauriranje				тезаврация
tečnost				жидкость
teškoća				затруднительность
težak				грузный, затруднительный, тяжеловесный, тяжёлый
težiti				весить
tibetanski				тибетский
tibetski				тибетский
tibingen				тюбинген
tiganj				сковорода
tigar				тигр
tigrica				тигрица
tih				тихий
tijelo				тело
tijesto				тесто
tikva				тыква
tilda				тильда
tilo				тело
timbilding				командообразование, тимбилдинг
timokratija				тимократия
timol				тимол
timus				тимус
tiosulfat				тиосульфат
tipologija				типология
tipološki				типологически
tiranija				тирания
tirol				тироль
tisuća				тысяча
tisućljeće				тысячелетие
titan				титан
titanat				титанат
titanij				титан
tišina				тишина
tjumenj				тюмень
tkanina				материя
tkanje				ткачество
tkati				ткать
tlaka				толока
tmeza				тмеза, тмезис, тмесис
to				это
tofu				тофу
tok				течение
tokar				токарь
tokio				токио
toksikologija				токсикология
toksikomanija				токсикомания
toksikoza				токсикоз
toksičan				токсичный
tolerancija				толерантность
tolerantan				толерантный
tolerantnost				толерантность
tolerisati				толеранствовать
toljati				тольятти
tolstun				толстяк
tomahavk				томагавк
tomos				томос
tomsk				томск
tona				тонна
tonalitet				тональность
tonika				тоника
top				пушка
topao				тёплый
topaz				топаз
toplina				тепло
toplomer				термометр
toplomjer				термометр
toplota				тепло
topograf				топограф
topografija				топография
topola				тополь
topologija				топология
toponim				топоним
topovnjača				канонерка
torba				сумка
toreador				тореадор
torij				торий
torijum				торий
tornado				смерч
torus				тор
toskanski				тосканский
totalitaran				тоталитарный
točak				велосипед, колесо
tradicija				традиция
tradicionalist				традиционалист
tradicionalizam				традиционализм
tradicionalno				традиционно
tradicionalnost				традиционность
tragedija				трагедия
tragikomedija				трагикомедия
tragizam				трагизм
tragičan				трагический
trajekt				паром
trajektorija				траектория
traka				бант
traktor				трактор
trambulina				батут
trampa				бартер
tramponomika				трампономика
trankvilizator				транквилизатор
trans				транс
transformacija				превращение, трансформация
transformator				трансформатор
transformisati				обращаться
transhumanizam				трансгуманизм
transistor				транзистор
transkontinentalan				трансконтинентальный
transkripcija				транскрипция
transliteracija				транслитерация
transmitovati				передавать
transsibirski				транссибирский
tranzistor				транзистор
trapez				трапеция
trasjanka				трасянка
traumatolog				травматолог
traumatologija				травматология
trava				трава
travnjak				газон
tražiti				искать, ловить
trbuh				живот
treba				нужно
trejler				трейлер
trening				тренировка
treniranje				тренировка
trenje				трение
trens				транс
trenutan				моментальный
trepanacija				трепанация
trepavica				ресница
trepereti				танцевать
treset				торф
treći				третий
trećina				период
trg				площадь, рынок
trgnuti				вздрогнуть
trgovac				торговец
trgovina				торговля
triakontahedron				триаконтаэдр
triangulacija				триангуляция
triceratops				трицератопс
trideset				тридцать
tridesetogodišnji				тридцатилетний
tridesetougao				тридцатиугольник
triftong				трифтонг
triglif				триглиф
trigonometrijski				тригонометрический
trijera				триера
trijezan				трезвый
trilobit				трилобит
trinaest				тринадцать
trinaesti				тринадцатый
trinaestougao				тринадцатиугольник
trinitrotoluen				тринитротолуол
trinom				трёхчлен
triola				триоль
triper				триппер
triput				трижды, троекратно
triskaidekafobija				трискайдекафобия
trista				триста
tristoti				трёхсотый
trkač				бегун
trockizam				троцкизм
trodnevni				трёхдневный
trofimenko				трофименко
troja				троя
trojanski				троянский
trolejbus				троллейбус
trolist				клевер
tromav				нерасторопный
trombon				тромбон
tromesečje				квартал
tromost				инерция
tron				трон
tropizam				тропизм
tropski				тропический
trosložan				трёхсложный
trostruk				тройной
trotinet				самокат
trotoar				тротуар
trougao				треугольник
trovanje				заражение
trozubac				трезубец
trošenje				изнашивание
trošiti				расходовать
trpezarija				столовая
trpjeti				страдать
trska				тростник
trsljika				тростник
trubadur				трубадур
trubač				трубач
trudnoća				беременность
trudoljubije				трудолюбие
trudoljubiv				трудолюбивый
truo				гнилой
trust				трест
trčanje				беготня
trčkaranje				беготня
tržište				рынок
tu				здесь
tuba				туба, тюбик
tuber				клубень
tugrik				тугрик
tula				тула
tumor				опухоль
tunika				туника
tunj				тунец
tupougli				тупоугольный
turist				турист
turistički				туристический
turpija				напильник
turska				турция
turski				турецкий
tutkalo				клей
tutnjiti				грохотать
tučenje				рукоприкладство
tuđin				иностранец
tužakanje				ябеда
tužakati				ябедничать
tužibaba				ябедник
tužikati				ябедничать
tužilaštvo				прокуратура
tver				тверь
tvoj				твой
tvorac				бог
tvrd				твёрдый
tvrdica				жадина
tvrdoglav				несговорчивый, упрямый
tvrdoglavost				упрямство
tvrdokrilac				жук
tvrtka				фирма
u				в
uae				оаэ
ubedljiv				убедительный
ubica				убийца
ubijati				убивать
ubistvo				убийство
ubiti				убить
ubojstvo				убийство
ucjena				шантаж
ucjenjivati				шантажировать
ucjenjivač				шантажист
udaljavati				удалять
udaljenost				расстояние
udica				удочка
udmurtski				удмуртский
udobnost				комфорт
udomoćavanje				удочерение
udomočavanje				удочерение
udovica				вдова
udubljenje				углубление
udžbenik				учебник
ufa				уфа
ugalj				уголь
ugao				угол
ugled				имя
ugljenik				углерод
ugljovodonik				углеводород
ugodan				уютный
ugor				угорь
uhoditi				шпионить
uholaže				уховёртка
ujedinjenje				объединение
ujesti				кусать
ujtru				утром
ujutro				утром
uklija				уклейка
uključenje				инкорпорация
ukolov				уколов
ukočen				бесчувственный
ukočiti				парализовать
ukrainski				украинский
ukrajina				украина
ukrajinac				украинец
ukrajinka				украинка
ukrajinski				украинский
ukrotitelj				укротитель
ukrotiti				укротить
ukroćavati				дрессировать
ukusan				вкусный
ul				улей
ulan				улан
ulan-ude				улан-удэ
ulazeći				входящий
ulaziti				входить
ulica				улица
uličica				аллея
ulište				улей
uljanovsk				ульяновск
ulje				масло
ulm				ульм
ulog				вклад
uloga				роль
ultimatum				ультиматум
ultrazvuk				ультразвук
ulutkavanje				окукливание
um				ум
umak				соус
uman				умный
umanjenica				диминутив
umanjenje				уменьшение
umanjilac				вычитаемое
umekšavanje				мягкость
umešanost				невмешательство
umirući				умирающий
umišljen				тщеславный
umjetnica				художница
umjetnost				искусство
umnožavati				умножать
umor				усталость
umorstvo				убийство
umreti				умереть
umrijeti				умереть
unanimizam				унанимизм
unaprijed				заблаговременный
undina				ундина
uniforman				единообразный
unija				объединение
univerzalan				универсальный
univerzitet				университет
uništavajući				разрушительный
uništavanje				уничтожение
uništenje				уничтожение
unižavanje				унижение
uniženost				униженность
unktad				юнктад
unuk				внук
unuka				внучка
ununheksijum				унунгексий
ununkvadijum				унунквадий
unutar-				внутри-
unutra				внутри
uobičajenost				норма
upisati				регистрировать
uplivan				влиятельный
upotreba				использование, применение
upozoravati				предостерегать, предупреждать
upravljanje				администрирование, менеджмент
upravljati				распоряжаться
uprljati				запачкать, запятнать
uranija				урания
uranijum				уран
uredi				править
uremija				уремия
uređaj				приспособление
urologija				урология
urugvaj				уругвай
urugvajac				уругваец
urugvajski				уругвайский
uručiti				передавать
uručivati				вручать
usamljenost				одиночество
usavršavati				усовершенствовать
usev				посев
usisivač				пылесос
uskočiti				подпрыгивать
usmjeravati				сосредоточивать
usmjeriti				обращаться
usna				губа
usoljavanje				посол
usoljenje				посол
uspevati				успевать
usporavati				замедлять
usredsrediti				концентрировать, сосредоточивать, фокусировать
usta				рот
ustajati				вставать
ustanak				восстание
ustanik				повстанец
ustav				конституция
ustavan				конституционный
ustavnost				конституционность
ustjugov				устюгов
ustrašivanje				запугивание
ustupak				уступка
usurijsk				уссурийск
utemeljivač				основатель
uticaj				влияние
uticajan				влиятельный
utilitarizam				утилитаризм
utisak				впечатление
utjeha				утешение
utješan				утешительный
utorak				вторник
utreht				утрехт
utrkivač				автогонщик
utvrditi				фиксировать
uvala				углубление
uvelost				увядание
uvijek				всегда
uvis				вверх
uviđati				видеть
uvo				ухо
uvoz				импорт
uvoziti				импортировать
uvoznik				импортёр
uvreda				оскорбление
uz				вверх
uzak				узкий
uzalud				напрасно
uzaludan				бесполезный, тщетный
uzanemiren				суетливый
uzbekistan				узбекистан
uzbuna				возбуждение
uzbuđen				возбуждённый
uzbuđenje				возбуждение
uzde				узда
uzdrhtati				вздрогнуть
uzdržavanje				абстиненция
uzemljenje				заземление
uzengija				стремя
uzeti				взять
uzimati				брать
uznemiren				нервный, суетливый
uzročan				каузальный
uzrujan				возбуждённый
uzurpator				узурпатор
uzvik				междометие, междуметие
učenik				школьник
učenje				учение
učesnica				участница
učestalost				частота
učešće				партиципация
učitelj				учитель
učiteljica				учительница
učiteljski				учительский
učvrstiti				фиксировать
uš				вошь
ušće				устье
uže				верёвка
užežen				прогорклый
uživati				наслаждаться
vaga				весы
vagina				влагалище
vaginizam				вагинизм
vagon				вагон
vaišnavizam				вишнуизм
vajar				скульптор
vajarstvo				скульптура
vajblingen				вайблинген
vajoming				вайоминг
vakantan				вакантный
vakcinisati				вакцинировать
vakuola				вакуоль
vakuum				вакуум
val				баал
valcer				вальс
valentnost				валентность
valerijana				валериана, валерьяна
valjak				каток
valjevo				валево
valonski				валлонский
valuta				валюта
vampir				вампир
vanadij				ванадий
vanadijum				ванадий
vandalizam				вандализм
vanila				ваниль
vanilija				ваниль
vanilin				ванилин
vanjština				лук
vanzemaljski				инопланетный
vapnenac				известняк
vapno				известь
varalica				жулик, шарлатан
varati				мошенничать, обманывать, плутовать
varenje				переваривание, пищеварение
varijacija				вариация
varistor				варистор
varljiv				обманчивый
varnica				искра
varoš				город
varsonufija				варсонофия
vasiona				космос
vaskrs				паска, пасха
vaterlo				ватерлоо
vaterpolista				ватерполист
vatikan				ватикан
vatra				костёр, огонь
vavilon				вавилон
vazda				всегда
vazduh				воздух
vazduhoplovstvo				авиация
vazelin				вазелин
vaš				ваш
vašar				ярмарка
vašington				вашингтон
važan				важный
važnost				важность
vegetacija				растительность
vegetarijanac				вегетарианец
vek				век
velebilje				белладонна
velemajstor				гроссмейстер
veleniki				веленики
veleposlanik				посол
veleposlanstvo				посольство
veliki				большой
velikodušnost				великодушие
velikomučenik				великомученик
velodrom				велодром
velosiped				велосипед
vels				уэльс
velšanin				валлиец
venac				корона
vendeta				вендетта
venecija				венеция
venecuela				венесуэла
veneričan				венерический
venjenje				увядание
ventilacija				воздухообмен
ventrilokvista				чревовещатель
vera				вера
veranda				веранда
verbalen				вербальный
verdict				вердикт
verdikt				вердикт
verenik				жених
verifikovati				верифицировать
veriga				цепь
verižnjača				кольчуга
vermisel				вермишель
vermišel				вермишель
vermont				вермонт
vernisaž				вернисаж
verovatan				вероятный
verovati				верить
vertikalan				вертикальный
veruga				цепь
verzija				версия
